state_name,asd_desc,county_ansi,source_desc,state_alpha,county_code,state_fips_code,county_name,statisticcat_desc,CV (%),year,country_code,load_time,end_code,class_desc,domain_desc,watershed_desc,country_name,commodity_desc,domaincat_desc,freq_desc,congr_district_code,region_desc,location_desc,reference_period_desc,week_ending,agg_level_desc,unit_desc,sector_desc,watershed_code,asd_code,group_desc,Value,state_ansi,util_practice_desc,prodn_practice_desc,short_desc,zip_5,begin_code
MICHIGAN,SOUTH CENTRAL,155,SURVEY,MI,155,26,SHIAWASSEE,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,80,FIELD CROPS,176.3,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,049,SURVEY,MI,049,26,GENESEE,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, GENESEE",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,165.5,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,087,SURVEY,MI,087,26,LAPEER,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, LAPEER",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,174.3,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,091,SURVEY,MI,091,26,LENAWEE,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, LENAWEE",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,161.1,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,093,SURVEY,MI,093,26,LIVINGSTON,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, LIVINGSTON",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,161.1,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,099,SURVEY,MI,099,26,MACOMB,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, MACOMB",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,154.4,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,115,SURVEY,MI,115,26,MONROE,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, MONROE",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,150.3,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,125,SURVEY,MI,125,26,OAKLAND,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, OAKLAND",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,145,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,147,SURVEY,MI,147,26,ST CLAIR,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, ST CLAIR",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,160.9,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,161,SURVEY,MI,161,26,WASHTENAW,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, WASHTENAW",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,147.6,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
MICHIGAN,SOUTHEAST,163,SURVEY,MI,163,26,WAYNE,YIELD,,2015,9000,2016-02-18 15:04:50.000,00,ALL CLASSES,TOTAL,,UNITED STATES,CORN,NOT SPECIFIED,ANNUAL,,,"MICHIGAN, SOUTHEAST, WAYNE",YEAR,,COUNTY,BU / ACRE,CROPS,00000000,90,FIELD CROPS,130,26,GRAIN,ALL PRODUCTION PRACTICES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,00
