source_desc,county_ansi,asd_desc,state_name,state_alpha,county_code,state_fips_code,statisticcat_desc,county_name,CV (%),year,country_code,load_time,domain_desc,end_code,class_desc,watershed_desc,country_name,domaincat_desc,freq_desc,commodity_desc,congr_district_code,region_desc,location_desc,reference_period_desc,week_ending,unit_desc,agg_level_desc,watershed_code,sector_desc,asd_code,Value,group_desc,util_practice_desc,state_ansi,prodn_practice_desc,zip_5,short_desc,begin_code
SURVEY,077,SOUTHWEST,MICHIGAN,MI,077,26,YIELD,KALAMAZOO,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, KALAMAZOO",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,102.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,081,SOUTHWEST,MICHIGAN,MI,081,26,YIELD,KENT,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, KENT",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,93.8,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,139,SOUTHWEST,MICHIGAN,MI,139,26,YIELD,OTTAWA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, OTTAWA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,97.6,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,159,SOUTHWEST,MICHIGAN,MI,159,26,YIELD,VAN BUREN,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHWEST, VAN BUREN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,70,103.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,015,SOUTH CENTRAL,MICHIGAN,MI,015,26,YIELD,BARRY,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, BARRY",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,91.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,023,SOUTH CENTRAL,MICHIGAN,MI,023,26,YIELD,BRANCH,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, BRANCH",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,106.6,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,025,SOUTH CENTRAL,MICHIGAN,MI,025,26,YIELD,CALHOUN,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, CALHOUN",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,85.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,037,SOUTH CENTRAL,MICHIGAN,MI,037,26,YIELD,CLINTON,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, CLINTON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,96,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,045,SOUTH CENTRAL,MICHIGAN,MI,045,26,YIELD,EATON,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, EATON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,97.6,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,059,SOUTH CENTRAL,MICHIGAN,MI,059,26,YIELD,HILLSDALE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,93.3,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,065,SOUTH CENTRAL,MICHIGAN,MI,065,26,YIELD,INGHAM,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, INGHAM",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,84,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,067,SOUTH CENTRAL,MICHIGAN,MI,067,26,YIELD,IONIA,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, IONIA",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,101.8,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,075,SOUTH CENTRAL,MICHIGAN,MI,075,26,YIELD,JACKSON,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, JACKSON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,71.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,149,SOUTH CENTRAL,MICHIGAN,MI,149,26,YIELD,ST JOSEPH,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,119,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,155,SOUTH CENTRAL,MICHIGAN,MI,155,26,YIELD,SHIAWASSEE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,80,87.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,049,SOUTHEAST,MICHIGAN,MI,049,26,YIELD,GENESEE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, GENESEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,88.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,087,SOUTHEAST,MICHIGAN,MI,087,26,YIELD,LAPEER,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, LAPEER",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,106.7,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,091,SOUTHEAST,MICHIGAN,MI,091,26,YIELD,LENAWEE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, LENAWEE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,98.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,093,SOUTHEAST,MICHIGAN,MI,093,26,YIELD,LIVINGSTON,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, LIVINGSTON",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,105.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,099,SOUTHEAST,MICHIGAN,MI,099,26,YIELD,MACOMB,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, MACOMB",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,111.6,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,115,SOUTHEAST,MICHIGAN,MI,115,26,YIELD,MONROE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, MONROE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,106.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,125,SOUTHEAST,MICHIGAN,MI,125,26,YIELD,OAKLAND,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, OAKLAND",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,106.4,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,147,SOUTHEAST,MICHIGAN,MI,147,26,YIELD,ST CLAIR,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, ST CLAIR",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,110,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,161,SOUTHEAST,MICHIGAN,MI,161,26,YIELD,WASHTENAW,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, WASHTENAW",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,83.2,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
SURVEY,163,SOUTHEAST,MICHIGAN,MI,163,26,YIELD,WAYNE,,1987,9000,2012-01-01 00:00:00.000,TOTAL,00,ALL CLASSES,,UNITED STATES,NOT SPECIFIED,ANNUAL,CORN,,,"MICHIGAN, SOUTHEAST, WAYNE",YEAR,,BU / ACRE,COUNTY,00000000,CROPS,90,97.5,FIELD CROPS,GRAIN,26,ALL PRODUCTION PRACTICES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00
