agg_level_desc,county_ansi,asd_desc,location_desc,freq_desc,unit_desc,asd_code,CV (%),country_name,state_ansi,week_ending,statisticcat_desc,domain_desc,load_time,county_name,source_desc,watershed_desc,year,sector_desc,Value,region_desc,commodity_desc,group_desc,reference_period_desc,domaincat_desc,short_desc,zip_5,congr_district_code,prodn_practice_desc,util_practice_desc,state_alpha,end_code,class_desc,begin_code,state_name,state_fips_code,county_code,country_code,watershed_code
COUNTY,037,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, CLINTON",ANNUAL,BU / ACRE,80,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,CLINTON,SURVEY,,2002,CROPS,114,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,037,9000,00000000
COUNTY,045,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, EATON",ANNUAL,BU / ACRE,80,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,EATON,SURVEY,,2002,CROPS,122,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,045,9000,00000000
COUNTY,059,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, HILLSDALE",ANNUAL,BU / ACRE,80,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,HILLSDALE,SURVEY,,2002,CROPS,99,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,059,9000,00000000
COUNTY,065,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, INGHAM",ANNUAL,BU / ACRE,80,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,INGHAM,SURVEY,,2002,CROPS,106,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,065,9000,00000000
COUNTY,067,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, IONIA",ANNUAL,BU / ACRE,80,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,IONIA,SURVEY,,2002,CROPS,131,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,067,9000,00000000
COUNTY,075,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, JACKSON",ANNUAL,BU / ACRE,80,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,JACKSON,SURVEY,,2002,CROPS,96,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,075,9000,00000000
COUNTY,149,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, ST JOSEPH",ANNUAL,BU / ACRE,80,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,ST JOSEPH,SURVEY,,2002,CROPS,122,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,149,9000,00000000
COUNTY,155,SOUTH CENTRAL,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",ANNUAL,BU / ACRE,80,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,SHIAWASSEE,SURVEY,,2002,CROPS,98,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,155,9000,00000000
COUNTY,049,SOUTHEAST,"MICHIGAN, SOUTHEAST, GENESEE",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,GENESEE,SURVEY,,2002,CROPS,89,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,049,9000,00000000
COUNTY,087,SOUTHEAST,"MICHIGAN, SOUTHEAST, LAPEER",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,LAPEER,SURVEY,,2002,CROPS,112,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,087,9000,00000000
COUNTY,091,SOUTHEAST,"MICHIGAN, SOUTHEAST, LENAWEE",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,LENAWEE,SURVEY,,2002,CROPS,104,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,091,9000,00000000
COUNTY,093,SOUTHEAST,"MICHIGAN, SOUTHEAST, LIVINGSTON",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,LIVINGSTON,SURVEY,,2002,CROPS,102,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,093,9000,00000000
COUNTY,099,SOUTHEAST,"MICHIGAN, SOUTHEAST, MACOMB",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,MACOMB,SURVEY,,2002,CROPS,119,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,099,9000,00000000
COUNTY,115,SOUTHEAST,"MICHIGAN, SOUTHEAST, MONROE",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,MONROE,SURVEY,,2002,CROPS,112,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,115,9000,00000000
COUNTY,125,SOUTHEAST,"MICHIGAN, SOUTHEAST, OAKLAND",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,OAKLAND,SURVEY,,2002,CROPS,88,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,125,9000,00000000
COUNTY,147,SOUTHEAST,"MICHIGAN, SOUTHEAST, ST CLAIR",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,ST CLAIR,SURVEY,,2002,CROPS,108,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,147,9000,00000000
COUNTY,161,SOUTHEAST,"MICHIGAN, SOUTHEAST, WASHTENAW",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,WASHTENAW,SURVEY,,2002,CROPS,103,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,161,9000,00000000
COUNTY,163,SOUTHEAST,"MICHIGAN, SOUTHEAST, WAYNE",ANNUAL,BU / ACRE,90,,UNITED STATES,26,,YIELD,TOTAL,2012-01-01 00:00:00.000,WAYNE,SURVEY,,2002,CROPS,91,,CORN,FIELD CROPS,YEAR,NOT SPECIFIED,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,,ALL PRODUCTION PRACTICES,GRAIN,MI,00,ALL CLASSES,00,MICHIGAN,26,163,9000,00000000
