date,TMAX,TMIN,PRCP,state_ansi,county_ansi
1998-05-15,83.88970588235294,52.88970588235294,0.00011764705882352942,26,
1998-05-16,84.05223880597015,59.74814814814815,0.012807017543859649,26,
1998-05-17,80.62162162162163,53.972972972972975,0.017727272727272727,26,
1998-06-15,78.57142857142857,54.42857142857143,0.004764705882352941,26,
1998-06-16,78.55223880597015,56.23134328358209,0.04647058823529412,26,
1998-06-17,78.58974358974359,56.17948717948718,0.17500000000000002,26,
1998-07-16,86.33333333333333,63.71969696969697,0.04154761904761904,26,
1998-07-17,81.83076923076923,56.723076923076924,0.005963855421686747,26,
1998-07-18,81.88636363636364,54.29545454545455,0.00018518518518518518,26,
1998-08-16,79.109375,53.24409448818898,0.01103658536585366,26,
1998-08-17,80.97727272727273,57.63636363636363,0.12445783132530121,26,
1998-08-18,79.2127659574468,56.0625,0.1910714285714286,26,
1998-09-16,74.08148148148148,53.10948905109489,0.10610778443113772,26,
1998-09-17,76.03731343283582,49.529411764705884,0.0010179640718562875,26,
1998-09-18,78.92105263157895,50.026315789473685,0.0,26,
1998-05-15,74.0,49.0,0.0,26,041
1998-05-16,79.0,60.0,0.01,26,041
1998-05-17,79.0,52.0,0.0,26,041
1998-05-18,83.0,50.0,0.01,26,041
1998-05-19,83.0,56.0,0.0,26,041
1998-05-20,88.0,53.0,0.08,26,041
1998-05-21,72.0,38.0,0.0,26,041
1998-05-22,59.0,32.0,0.0,26,041
1998-05-23,64.0,37.0,0.0,26,041
1998-05-24,73.0,39.0,0.0,26,041
1998-05-25,71.0,45.0,0.0,26,041
1998-05-26,76.0,41.0,0.0,26,041
1998-05-27,70.0,45.0,0.0,26,041
1998-05-28,83.0,53.0,0.0,26,041
1998-05-29,88.0,55.0,0.15,26,041
1998-05-30,80.0,33.0,0.0,26,041
1998-05-31,55.0,45.0,1.14,26,041
1998-06-01,58.0,36.0,0.0,26,041
1998-06-02,71.0,42.0,0.28,26,041
1998-06-03,56.0,37.0,0.0,26,041
1998-06-04,58.0,38.0,0.0,26,041
1998-06-05,60.0,29.0,0.0,26,041
1998-06-06,58.0,40.0,0.0,26,041
1998-06-07,65.0,45.0,0.0,26,041
1998-06-08,64.0,40.0,0.09,26,041
1998-06-09,66.0,38.0,0.0,26,041
1998-06-10,70.0,52.0,0.0,26,041
1998-06-11,64.0,52.0,0.0,26,041
1998-06-12,63.0,53.0,1.65,26,041
1998-06-13,68.0,56.0,0.09,26,041
1998-06-14,80.0,48.0,0.0,26,041
1998-06-15,81.0,55.0,0.0,26,041
1998-06-16,84.0,56.0,0.0,26,041
1998-06-17,75.0,55.0,0.0,26,041
1998-06-18,80.0,53.0,0.0,26,041
1998-06-19,77.0,62.0,0.0,26,041
1998-06-20,74.0,58.0,0.0,26,041
1998-06-21,84.0,58.0,0.0,26,041
1998-06-22,86.0,57.0,0.0,26,041
1998-06-23,86.0,56.0,0.0,26,041
1998-06-24,80.0,59.0,0.0,26,041
1998-06-25,80.0,59.0,0.38,26,041
1998-06-26,82.0,61.0,1.07,26,041
1998-06-27,80.0,57.0,0.0,26,041
1998-06-28,76.0,58.0,0.02,26,041
1998-06-29,84.0,61.0,0.01,26,041
1998-06-30,,,0.0,26,041
1998-07-01,84.0,52.0,0.15,26,041
1998-07-02,77.0,48.0,0.0,26,041
1998-07-03,80.0,57.0,0.0,26,041
1998-07-04,74.0,49.0,0.35,26,041
1998-07-05,75.0,43.0,0.0,26,041
1998-07-06,78.0,53.0,0.66,26,041
1998-07-07,67.0,55.0,0.0,26,041
1998-07-08,71.0,59.0,0.0,26,041
1998-07-09,81.0,54.0,0.0,26,041
1998-07-10,85.0,51.0,0.19,26,041
1998-07-11,76.0,48.0,0.0,26,041
1998-07-12,80.0,49.0,0.0,26,041
1998-07-13,88.0,64.0,0.0,26,041
1998-07-14,92.0,68.0,0.0,26,041
1998-07-15,91.0,63.0,0.0,26,041
1998-07-16,83.0,56.0,0.0,26,041
1998-07-17,,,0.0,26,041
1998-07-18,82.0,48.0,0.0,26,041
1998-07-19,82.0,56.0,0.0,26,041
1998-07-20,89.0,60.0,0.0,26,041
1998-07-21,91.0,62.0,0.0,26,041
1998-07-22,94.0,54.0,0.0,26,041
1998-07-23,83.0,53.0,0.0,26,041
1998-07-24,77.0,49.0,0.0,26,041
1998-07-25,74.0,47.0,0.0,26,041
1998-07-26,78.0,48.0,0.0,26,041
1998-07-27,82.0,58.0,0.11,26,041
1998-07-28,84.0,54.0,0.0,26,041
1998-07-29,81.0,52.0,0.22,26,041
1998-07-30,82.0,52.0,0.15,26,041
1998-07-31,76.0,47.0,0.0,26,041
1998-08-01,80.0,51.0,0.0,26,041
1998-08-02,80.0,50.0,0.0,26,041
1998-08-03,87.0,60.0,0.0,26,041
1998-08-04,84.0,60.0,0.0,26,041
1998-08-05,84.0,60.0,0.0,26,041
1998-08-06,84.0,60.0,0.01,26,041
1998-08-08,76.0,65.0,,26,041
1998-08-09,82.0,65.0,0.45,26,041
1998-08-10,86.0,61.0,0.03,26,041
1998-08-11,84.0,58.0,0.0,26,041
1998-08-12,76.0,47.0,0.1,26,041
1998-08-13,77.0,47.0,0.0,26,041
1998-08-14,84.0,58.0,0.0,26,041
1998-08-15,81.0,49.0,0.13,26,041
1998-08-16,75.0,44.0,0.0,26,041
1998-08-17,78.0,48.0,0.21,26,041
1998-08-18,,47.0,0.01,26,041
1998-08-19,73.0,41.0,0.0,26,041
1998-08-20,75.0,50.0,0.0,26,041
1998-08-21,87.0,62.0,0.06,26,041
1998-08-22,85.0,58.0,0.0,26,041
1998-08-23,74.0,64.0,0.54,26,041
1998-08-24,83.0,61.0,0.0,26,041
1998-08-25,84.0,58.0,0.0,26,041
1998-08-26,79.0,53.0,0.0,26,041
1998-08-27,85.0,53.0,0.22,26,041
1998-08-28,83.0,73.0,0.18,26,041
1998-08-29,84.0,57.0,0.0,26,041
1998-08-30,80.0,49.0,0.0,26,041
1998-08-31,80.0,48.0,0.0,26,041
1998-09-01,79.0,48.0,0.0,26,041
1998-09-02,78.0,47.0,0.09,26,041
1998-09-03,68.0,48.0,0.0,26,041
1998-09-04,74.0,41.0,0.0,26,041
1998-09-05,77.0,55.0,0.0,26,041
1998-09-06,91.0,55.0,0.0,26,041
1998-09-07,84.0,46.0,0.0,26,041
1998-09-08,71.0,46.0,0.05,26,041
1998-09-09,67.0,43.0,0.01,26,041
1998-09-10,76.0,44.0,0.0,26,041
1998-09-11,80.0,49.0,0.0,26,041
1998-09-12,94.0,63.0,0.0,26,041
1998-09-13,80.0,58.0,0.82,26,041
